RuleId,Priority,Filter1,Filter2,Filter3,Filter4,OutputValue
46,193,AAA,AAA,CCC,CCC,18780
47,476,AAA,CCC,DDD,CCC,17630
48,406,AAA,AAA,CCC,<ANY>,10195
49,777,CCC,DDD,BBB,CCC,4273
50,55,<ANY>,CCC,CCC,CCC,6482
51,327,CCC,DDD,BBB,AAA,5305
52,691,<ANY>,DDD,<ANY>,BBB,6660
53,463,<ANY>,<ANY>,<ANY>,CCC,10116
54,453,AAA,BBB,<ANY>,AAA,11133
55,616,AAA,CCC,<ANY>,DDD,16910
56,731,AAA,<ANY>,DDD,DDD,2240
57,383,DDD,<ANY>,AAA,BBB,11250
58,787,AAA,DDD,BBB,<ANY>,13283
59,73,AAA,BBB,BBB,AAA,324
60,3,BBB,<ANY>,DDD,<ANY>,18736
61,330,AAA,AAA,AAA,DDD,10487
62,157,CCC,CCC,CCC,<ANY>,3398
63,553,DDD,DDD,<ANY>,AAA,10255
64,616,CCC,CCC,CCC,<ANY>,15431
65,990,AAA,<ANY>,CCC,DDD,18652
66,323,AAA,<ANY>,DDD,DDD,11252
67,243,CCC,<ANY>,DDD,<ANY>,778
68,210,BBB,CCC,<ANY>,BBB,7271
69,65,CCC,<ANY>,<ANY>,CCC,2366
70,752,<ANY>,<ANY>,BBB,<ANY>,13373
71,607,BBB,<ANY>,AAA,CCC,14591
72,378,DDD,BBB,CCC,AAA,9558
73,393,AAA,BBB,CCC,AAA,11004
74,276,DDD,CCC,<ANY>,BBB,19823
75,172,BBB,<ANY>,BBB,<ANY>,18117
76,418,CCC,DDD,<ANY>,<ANY>,3327
77,134,DDD,CCC,CCC,BBB,10970
78,757,<ANY>,AAA,BBB,<ANY>,16084
79,618,CCC,DDD,<ANY>,CCC,5867
80,195,CCC,<ANY>,DDD,<ANY>,11810
81,804,AAA,BBB,DDD,<ANY>,15654
82,570,AAA,CCC,AAA,CCC,16525
83,837,AAA,AAA,CCC,CCC,13489
84,318,DDD,<ANY>,<ANY>,BBB,13820
85,679,DDD,<ANY>,CCC,AAA,14548
86,190,DDD,CCC,CCC,AAA,7447
87,436,BBB,<ANY>,AAA,AAA,2032
88,886,AAA,BBB,DDD,<ANY>,2240
89,1,DDD,<ANY>,CCC,BBB,5393
90,199,CCC,<ANY>,<ANY>,BBB,11574
91,764,CCC,<ANY>,CCC,DDD,7135
92,56,DDD,AAA,BBB,DDD,7259
93,842,BBB,CCC,CCC,DDD,94
94,96,BBB,CCC,BBB,DDD,8589
95,616,<ANY>,CCC,DDD,CCC,1140
96,391,<ANY>,DDD,<ANY>,<ANY>,13478
97,816,DDD,AAA,CCC,BBB,456
98,602,DDD,<ANY>,BBB,CCC,4987
99,880,BBB,DDD,BBB,AAA,7389
100,516,AAA,AAA,<ANY>,BBB,11751
101,538,<ANY>,AAA,CCC,CCC,2491
102,429,AAA,AAA,<ANY>,CCC,6635
103,980,DDD,BBB,<ANY>,BBB,12956
104,184,DDD,DDD,DDD,<ANY>,3423
105,931,DDD,CCC,CCC,CCC,18479
106,386,BBB,BBB,BBB,DDD,19269
107,458,DDD,DDD,BBB,<ANY>,9696
108,187,DDD,DDD,BBB,DDD,8716
109,532,CCC,DDD,<ANY>,<ANY>,8944
110,900,DDD,AAA,CCC,CCC,17567
111,7,BBB,<ANY>,<ANY>,BBB,5347
112,710,AAA,DDD,CCC,CCC,19728
113,906,AAA,<ANY>,<ANY>,<ANY>,12925
114,267,BBB,BBB,BBB,<ANY>,8393
115,95,DDD,BBB,<ANY>,<ANY>,16999
116,142,BBB,AAA,DDD,<ANY>,19010
117,730,BBB,<ANY>,BBB,AAA,17988
118,305,BBB,CCC,BBB,BBB,2177
119,988,DDD,<ANY>,DDD,<ANY>,12127
120,124,AAA,BBB,AAA,<ANY>,5364
121,703,BBB,DDD,<ANY>,AAA,4166
122,123,<ANY>,<ANY>,CCC,<ANY>,8018
123,976,CCC,CCC,DDD,BBB,11773
124,366,AAA,AAA,CCC,<ANY>,3241
125,107,AAA,<ANY>,CCC,DDD,19442
126,412,BBB,BBB,BBB,DDD,2478
127,471,CCC,AAA,<ANY>,DDD,13416
128,504,DDD,DDD,DDD,DDD,11629
129,929,CCC,DDD,AAA,AAA,17327
130,768,AAA,AAA,DDD,BBB,2608
131,555,AAA,BBB,DDD,DDD,19625
132,943,BBB,DDD,<ANY>,DDD,6634
133,37,DDD,DDD,BBB,DDD,11055
134,495,BBB,<ANY>,CCC,<ANY>,12916
135,655,<ANY>,DDD,<ANY>,<ANY>,7690
136,297,CCC,CCC,<ANY>,<ANY>,603
137,825,DDD,DDD,BBB,DDD,10241
138,248,BBB,CCC,<ANY>,<ANY>,895
139,253,BBB,DDD,CCC,DDD,10240
140,172,DDD,<ANY>,CCC,<ANY>,1267
141,857,DDD,DDD,DDD,CCC,11979
142,798,<ANY>,AAA,AAA,BBB,8388
143,139,AAA,<ANY>,DDD,<ANY>,4759
144,688,CCC,DDD,<ANY>,BBB,6270
145,485,<ANY>,AAA,BBB,AAA,3827
146,759,DDD,AAA,DDD,BBB,1309
147,631,CCC,DDD,<ANY>,CCC,5303
148,422,DDD,CCC,DDD,DDD,18358
149,729,AAA,AAA,AAA,<ANY>,8535
150,435,BBB,CCC,BBB,CCC,9906
151,661,<ANY>,BBB,BBB,BBB,8037
152,762,CCC,DDD,BBB,AAA,11855
153,253,AAA,BBB,AAA,<ANY>,11807
154,622,DDD,BBB,AAA,<ANY>,19849
155,795,CCC,AAA,DDD,AAA,5113
156,235,BBB,CCC,DDD,CCC,11207
157,33,CCC,BBB,CCC,<ANY>,2379
158,593,<ANY>,DDD,CCC,CCC,13186
159,986,CCC,DDD,DDD,<ANY>,18676
160,851,AAA,BBB,CCC,DDD,1548
161,623,<ANY>,BBB,<ANY>,AAA,14055
162,330,<ANY>,BBB,<ANY>,CCC,16505
163,101,<ANY>,BBB,<ANY>,BBB,7164
164,563,BBB,AAA,DDD,DDD,2006
165,818,<ANY>,AAA,DDD,BBB,4953
166,197,<ANY>,CCC,CCC,DDD,12475
167,905,BBB,AAA,AAA,<ANY>,8938
168,87,BBB,BBB,<ANY>,DDD,11547
169,549,AAA,AAA,BBB,CCC,2443
170,100,<ANY>,CCC,AAA,DDD,16585
171,539,DDD,BBB,AAA,DDD,438
172,191,CCC,<ANY>,BBB,BBB,3463
173,543,<ANY>,AAA,BBB,<ANY>,1755
174,672,CCC,<ANY>,DDD,DDD,6831
175,98,DDD,AAA,<ANY>,<ANY>,19650
176,182,CCC,CCC,AAA,AAA,12639
177,575,<ANY>,AAA,BBB,AAA,14872
178,79,AAA,<ANY>,BBB,CCC,6208
179,23,<ANY>,CCC,BBB,DDD,5147
180,608,AAA,CCC,DDD,DDD,8245
181,126,DDD,BBB,BBB,CCC,5774
182,247,<ANY>,AAA,CCC,CCC,14124
183,341,BBB,<ANY>,BBB,AAA,1567
184,823,DDD,BBB,CCC,DDD,5505
185,564,<ANY>,DDD,CCC,<ANY>,3507
186,408,BBB,CCC,DDD,<ANY>,12661
187,120,<ANY>,CCC,DDD,BBB,17796
188,524,BBB,BBB,BBB,AAA,3920
189,910,AAA,<ANY>,BBB,CCC,9055
190,355,AAA,DDD,BBB,AAA,912
191,290,CCC,CCC,DDD,BBB,18328
192,474,BBB,CCC,DDD,<ANY>,6376
193,542,DDD,DDD,<ANY>,DDD,12412
194,310,CCC,CCC,AAA,CCC,2575
195,709,CCC,BBB,DDD,BBB,6382
196,404,<ANY>,AAA,CCC,BBB,3451
197,592,AAA,<ANY>,<ANY>,BBB,4209
198,564,CCC,AAA,BBB,CCC,16549
199,456,<ANY>,<ANY>,CCC,DDD,9757
200,467,AAA,DDD,BBB,BBB,19296
201,95,<ANY>,DDD,CCC,<ANY>,9648
202,655,BBB,AAA,<ANY>,AAA,8154
203,525,AAA,AAA,AAA,DDD,3259
204,152,<ANY>,CCC,DDD,CCC,5448
205,584,AAA,BBB,AAA,CCC,3045
206,759,DDD,AAA,<ANY>,CCC,15219
207,6,<ANY>,CCC,AAA,<ANY>,16226
208,80,<ANY>,DDD,CCC,BBB,3442
209,942,CCC,<ANY>,CCC,CCC,9379
210,903,AAA,<ANY>,BBB,<ANY>,13455
211,557,CCC,DDD,CCC,AAA,12498
212,134,CCC,<ANY>,CCC,CCC,4065
213,354,BBB,BBB,CCC,DDD,15173
214,19,BBB,BBB,CCC,BBB,16597
215,867,DDD,CCC,CCC,BBB,17325
216,263,BBB,<ANY>,<ANY>,BBB,19972
217,874,BBB,<ANY>,CCC,AAA,12318
218,733,BBB,CCC,CCC,AAA,1577
219,415,BBB,AAA,AAA,DDD,17984
220,36,BBB,BBB,CCC,DDD,12590
221,658,DDD,BBB,<ANY>,AAA,2428
222,815,BBB,DDD,<ANY>,DDD,4327
223,77,BBB,CCC,CCC,DDD,4409
224,716,CCC,BBB,AAA,AAA,19296
225,896,DDD,<ANY>,CCC,<ANY>,1535
226,219,DDD,DDD,BBB,<ANY>,16823
227,734,DDD,BBB,AAA,AAA,19831
228,272,AAA,DDD,AAA,<ANY>,16813
229,299,AAA,CCC,CCC,CCC,17134
230,342,CCC,DDD,DDD,BBB,1655
231,605,BBB,<ANY>,DDD,<ANY>,5767
232,204,<ANY>,AAA,DDD,BBB,5479
233,900,BBB,AAA,CCC,<ANY>,3738
234,17,DDD,DDD,DDD,BBB,7947
235,173,<ANY>,AAA,CCC,DDD,579
236,779,<ANY>,DDD,BBB,BBB,7218
237,610,DDD,AAA,CCC,BBB,7295
238,691,DDD,CCC,CCC,AAA,3962
239,675,DDD,CCC,DDD,BBB,9286
240,931,AAA,<ANY>,<ANY>,AAA,2091
241,644,BBB,CCC,CCC,CCC,6160
242,993,<ANY>,DDD,CCC,<ANY>,17385
243,460,BBB,<ANY>,DDD,AAA,19687
244,956,BBB,DDD,DDD,<ANY>,10132
245,126,AAA,AAA,DDD,<ANY>,3100
246,247,<ANY>,AAA,DDD,BBB,161
247,701,DDD,BBB,<ANY>,CCC,15824
248,187,BBB,DDD,CCC,BBB,16047
249,610,AAA,BBB,<ANY>,CCC,2995
250,182,CCC,CCC,<ANY>,AAA,16784
251,411,<ANY>,CCC,DDD,BBB,1446
252,992,DDD,BBB,AAA,AAA,8483
253,335,CCC,CCC,BBB,AAA,2393
254,498,DDD,<ANY>,<ANY>,AAA,12317
255,496,AAA,DDD,BBB,BBB,13487
256,231,CCC,<ANY>,BBB,DDD,19308
257,603,BBB,AAA,DDD,CCC,18895
258,665,CCC,DDD,<ANY>,DDD,2331
259,950,AAA,<ANY>,DDD,CCC,6837
260,858,CCC,DDD,BBB,<ANY>,8586
261,580,AAA,DDD,CCC,DDD,8282
262,952,BBB,BBB,AAA,<ANY>,4511
263,198,<ANY>,CCC,<ANY>,AAA,9822
264,302,CCC,BBB,DDD,CCC,6957
265,536,<ANY>,DDD,AAA,CCC,3110
266,570,DDD,AAA,<ANY>,<ANY>,16623
267,716,DDD,AAA,DDD,CCC,19930
268,304,<ANY>,<ANY>,BBB,AAA,14212
269,874,BBB,CCC,DDD,CCC,6918
270,544,CCC,AAA,CCC,AAA,9447
271,573,CCC,DDD,AAA,<ANY>,13044
272,409,<ANY>,DDD,<ANY>,<ANY>,9880
273,824,BBB,DDD,BBB,BBB,8166
274,843,DDD,DDD,DDD,AAA,932
275,572,BBB,AAA,<ANY>,AAA,8737
276,83,DDD,<ANY>,DDD,CCC,14889
277,649,AAA,AAA,DDD,DDD,3961
278,648,DDD,CCC,DDD,DDD,10647
279,388,DDD,CCC,BBB,BBB,5428
280,190,DDD,AAA,<ANY>,BBB,1164
281,675,AAA,<ANY>,CCC,AAA,11657
282,293,AAA,AAA,<ANY>,BBB,4113
283,747,BBB,AAA,<ANY>,AAA,17008
284,274,<ANY>,<ANY>,AAA,AAA,18848
285,508,BBB,DDD,CCC,<ANY>,13004
286,801,AAA,AAA,<ANY>,AAA,17768
287,600,CCC,AAA,<ANY>,<ANY>,4514
288,693,BBB,BBB,CCC,<ANY>,15751
289,782,AAA,BBB,<ANY>,CCC,10407
290,210,AAA,BBB,CCC,<ANY>,6844
291,234,<ANY>,AAA,CCC,<ANY>,12572
292,683,CCC,<ANY>,BBB,AAA,10351
293,647,BBB,<ANY>,DDD,BBB,13461
294,976,AAA,CCC,DDD,<ANY>,3133
295,129,BBB,DDD,DDD,<ANY>,2402
296,13,<ANY>,DDD,DDD,AAA,13135
297,761,AAA,CCC,AAA,<ANY>,9170
298,949,<ANY>,CCC,AAA,BBB,17675
299,79,DDD,BBB,DDD,AAA,14443
300,985,<ANY>,BBB,AAA,CCC,9135
301,483,BBB,CCC,CCC,CCC,1859
302,605,AAA,BBB,AAA,BBB,19766
303,968,CCC,<ANY>,BBB,BBB,14019
304,245,<ANY>,CCC,DDD,DDD,14991
305,844,CCC,BBB,DDD,DDD,8675
306,610,DDD,AAA,AAA,BBB,13152
307,784,DDD,BBB,<ANY>,AAA,7564
308,618,DDD,AAA,DDD,CCC,18106
309,19,BBB,AAA,DDD,AAA,9341
310,432,AAA,CCC,AAA,BBB,15478
311,989,<ANY>,DDD,AAA,AAA,16209
312,532,CCC,CCC,BBB,DDD,3402
313,29,<ANY>,<ANY>,AAA,DDD,12552
314,418,AAA,AAA,AAA,DDD,15160
315,368,<ANY>,BBB,<ANY>,AAA,1732
316,619,CCC,DDD,<ANY>,BBB,8275
317,634,<ANY>,BBB,BBB,DDD,15908
318,411,BBB,BBB,AAA,DDD,10025
319,305,DDD,BBB,DDD,DDD,17142
320,318,<ANY>,AAA,BBB,CCC,9144
321,553,CCC,DDD,BBB,DDD,5842
322,218,BBB,DDD,AAA,BBB,16692
323,489,DDD,CCC,<ANY>,DDD,17074
324,60,CCC,CCC,AAA,CCC,4221
325,965,CCC,CCC,CCC,DDD,2537
326,481,CCC,<ANY>,CCC,CCC,17669
327,137,AAA,AAA,AAA,CCC,18897
328,411,<ANY>,<ANY>,BBB,CCC,16949
329,640,BBB,AAA,CCC,CCC,12651
330,353,AAA,AAA,DDD,AAA,18694
331,165,BBB,BBB,<ANY>,BBB,18045
332,857,DDD,DDD,CCC,DDD,2865
333,847,<ANY>,CCC,CCC,CCC,1118
334,304,BBB,<ANY>,AAA,AAA,10707
335,364,DDD,CCC,AAA,AAA,9576
336,830,CCC,BBB,<ANY>,DDD,14355
337,186,DDD,DDD,DDD,<ANY>,155
338,45,<ANY>,<ANY>,CCC,AAA,10022
339,81,<ANY>,<ANY>,BBB,DDD,4600
340,509,BBB,CCC,BBB,BBB,4837
341,729,DDD,CCC,<ANY>,BBB,4247
342,604,<ANY>,CCC,CCC,<ANY>,4790
343,878,<ANY>,<ANY>,CCC,DDD,7257
344,1,CCC,<ANY>,CCC,DDD,10956
345,858,AAA,CCC,CCC,<ANY>,7623
346,256,BBB,<ANY>,AAA,<ANY>,12251
347,794,AAA,CCC,AAA,DDD,16573
348,867,BBB,DDD,CCC,CCC,17893
349,280,BBB,BBB,CCC,CCC,18273
350,545,CCC,AAA,BBB,BBB,11442
351,328,DDD,AAA,<ANY>,CCC,51
352,132,<ANY>,CCC,DDD,AAA,2984
353,94,AAA,AAA,BBB,<ANY>,8202
354,729,DDD,AAA,DDD,CCC,16793
355,338,DDD,<ANY>,CCC,DDD,8143
356,814,DDD,<ANY>,DDD,AAA,18370
357,98,<ANY>,CCC,CCC,BBB,12122
358,735,BBB,CCC,CCC,DDD,14271
359,29,DDD,DDD,BBB,AAA,19007
360,119,BBB,<ANY>,<ANY>,<ANY>,2042
361,171,AAA,AAA,CCC,<ANY>,8405
362,290,CCC,DDD,DDD,CCC,6698
363,103,AAA,BBB,CCC,DDD,11146
364,521,BBB,BBB,BBB,DDD,13025
365,978,AAA,AAA,CCC,DDD,10520
366,19,CCC,DDD,AAA,AAA,12805
367,203,CCC,CCC,BBB,CCC,11773
368,927,<ANY>,BBB,DDD,CCC,4888
369,215,AAA,AAA,AAA,<ANY>,1665
370,146,CCC,CCC,AAA,<ANY>,7507
371,205,<ANY>,BBB,CCC,CCC,1122
372,951,AAA,DDD,DDD,CCC,10943
373,207,BBB,CCC,DDD,<ANY>,18180
374,114,BBB,AAA,DDD,DDD,16105
375,750,<ANY>,CCC,DDD,AAA,3867
376,771,AAA,DDD,<ANY>,DDD,18363
377,394,DDD,AAA,CCC,CCC,10218
378,23,AAA,<ANY>,<ANY>,<ANY>,11989
379,578,AAA,AAA,AAA,BBB,16315
380,716,CCC,AAA,CCC,DDD,8255
381,556,CCC,<ANY>,BBB,<ANY>,5045
382,976,CCC,BBB,CCC,DDD,2703
383,194,DDD,<ANY>,AAA,CCC,15503
384,11,CCC,<ANY>,BBB,BBB,5397
385,580,DDD,AAA,DDD,<ANY>,12320
386,533,AAA,DDD,<ANY>,DDD,17511
387,624,BBB,AAA,<ANY>,DDD,9826
388,493,CCC,CCC,<ANY>,CCC,14948
389,548,BBB,CCC,AAA,AAA,12806
390,48,DDD,BBB,<ANY>,AAA,4159
391,462,AAA,DDD,AAA,AAA,17641
392,542,DDD,BBB,BBB,BBB,19079
393,703,BBB,DDD,AAA,AAA,11351
394,238,DDD,DDD,CCC,CCC,12146
395,319,<ANY>,DDD,AAA,BBB,2642
396,984,<ANY>,AAA,DDD,AAA,12018
397,997,BBB,AAA,DDD,CCC,19449
398,96,<ANY>,<ANY>,CCC,CCC,3049
399,345,CCC,<ANY>,AAA,BBB,19419
400,393,<ANY>,BBB,DDD,DDD,15085
401,684,DDD,AAA,DDD,BBB,9733
402,330,CCC,<ANY>,<ANY>,CCC,2587
403,947,DDD,BBB,BBB,<ANY>,2131
404,233,BBB,<ANY>,CCC,CCC,14396
405,659,<ANY>,<ANY>,AAA,BBB,14385
406,50,<ANY>,<ANY>,<ANY>,CCC,10205
407,589,<ANY>,CCC,AAA,BBB,14416
408,31,CCC,AAA,DDD,<ANY>,13974
409,676,AAA,BBB,DDD,<ANY>,253
410,915,<ANY>,AAA,<ANY>,DDD,6351
411,638,BBB,CCC,CCC,BBB,12422
412,722,<ANY>,BBB,CCC,<ANY>,3755
413,587,DDD,AAA,BBB,AAA,18906
414,959,<ANY>,<ANY>,BBB,CCC,16585
415,695,AAA,CCC,CCC,BBB,19982
416,620,BBB,CCC,CCC,<ANY>,8242
417,505,DDD,<ANY>,DDD,BBB,8058
418,485,CCC,AAA,DDD,AAA,9523
419,186,CCC,BBB,DDD,BBB,12647
420,175,DDD,CCC,<ANY>,CCC,5579
421,358,BBB,<ANY>,<ANY>,BBB,13093
422,256,CCC,AAA,DDD,<ANY>,1785
423,152,BBB,CCC,BBB,DDD,18907
424,704,AAA,<ANY>,CCC,DDD,4990
425,625,AAA,CCC,BBB,DDD,11799
426,483,AAA,DDD,<ANY>,BBB,10676
427,335,BBB,AAA,AAA,CCC,12833
428,428,DDD,BBB,<ANY>,CCC,2970
429,129,DDD,AAA,AAA,DDD,11146
430,142,BBB,<ANY>,AAA,<ANY>,8277
431,78,DDD,<ANY>,BBB,DDD,18521
432,421,CCC,DDD,DDD,CCC,9418
433,638,DDD,<ANY>,DDD,<ANY>,14910
434,741,AAA,DDD,DDD,<ANY>,7725
435,185,CCC,CCC,AAA,DDD,19186
436,71,DDD,AAA,DDD,BBB,15375
437,840,DDD,BBB,BBB,<ANY>,6850
438,724,DDD,<ANY>,<ANY>,CCC,17213
439,708,<ANY>,BBB,DDD,<ANY>,14944
440,540,BBB,BBB,DDD,DDD,17471
441,756,<ANY>,BBB,CCC,<ANY>,6300
442,213,<ANY>,AAA,AAA,<ANY>,6518
443,254,AAA,BBB,CCC,DDD,13648
444,916,<ANY>,CCC,<ANY>,CCC,2610
445,383,CCC,CCC,<ANY>,CCC,6189
446,351,CCC,BBB,BBB,AAA,11074
447,934,DDD,AAA,CCC,DDD,16145
448,393,BBB,<ANY>,<ANY>,AAA,5069
449,126,AAA,BBB,BBB,AAA,18266
450,561,<ANY>,<ANY>,DDD,DDD,12622
451,675,BBB,BBB,BBB,<ANY>,11985
452,748,BBB,BBB,DDD,AAA,19307
453,153,CCC,AAA,CCC,BBB,5135
454,917,BBB,BBB,BBB,BBB,14925
455,184,CCC,CCC,DDD,BBB,1388
456,836,DDD,BBB,DDD,AAA,17576
457,997,<ANY>,BBB,<ANY>,AAA,8721
458,283,BBB,AAA,AAA,AAA,13972
459,660,DDD,CCC,AAA,BBB,8322
460,278,BBB,CCC,AAA,DDD,5816
461,514,BBB,CCC,DDD,<ANY>,6983
462,797,DDD,DDD,<ANY>,CCC,4597
463,256,DDD,BBB,AAA,CCC,5306
464,593,CCC,<ANY>,BBB,CCC,9381
465,246,<ANY>,CCC,DDD,AAA,13438
466,427,BBB,DDD,CCC,CCC,8889
467,217,<ANY>,AAA,BBB,CCC,6567
468,147,<ANY>,AAA,BBB,DDD,18870
469,128,BBB,DDD,AAA,DDD,18638
470,283,DDD,CCC,CCC,AAA,17225
471,98,<ANY>,<ANY>,AAA,DDD,4245
472,950,BBB,AAA,DDD,CCC,4038
473,948,<ANY>,AAA,BBB,DDD,16960
474,370,CCC,BBB,AAA,BBB,6217
475,238,CCC,AAA,<ANY>,AAA,11853
476,963,CCC,AAA,CCC,CCC,15621
477,99,<ANY>,DDD,CCC,DDD,15039
478,498,AAA,DDD,AAA,AAA,16418
479,219,<ANY>,BBB,AAA,AAA,7535
480,623,BBB,AAA,DDD,DDD,1939
481,135,<ANY>,CCC,CCC,DDD,16107
482,529,AAA,BBB,AAA,CCC,2708
483,558,BBB,AAA,DDD,<ANY>,7501
484,325,CCC,BBB,BBB,DDD,16541
485,169,AAA,<ANY>,BBB,AAA,11343
486,211,AAA,DDD,CCC,AAA,2115
487,174,BBB,<ANY>,CCC,BBB,19253
488,741,AAA,DDD,CCC,AAA,14344
489,118,CCC,AAA,DDD,<ANY>,14352
490,856,CCC,AAA,<ANY>,BBB,1840
491,778,CCC,DDD,<ANY>,CCC,19630
492,358,AAA,<ANY>,BBB,<ANY>,7353
493,897,BBB,<ANY>,CCC,BBB,7476
494,902,CCC,AAA,CCC,DDD,15126
495,321,DDD,<ANY>,DDD,BBB,19254
496,767,BBB,CCC,<ANY>,CCC,13145
497,602,CCC,<ANY>,CCC,<ANY>,17592
498,89,BBB,<ANY>,CCC,<ANY>,3750
499,534,CCC,BBB,CCC,AAA,7482
500,861,DDD,DDD,CCC,DDD,631
501,480,CCC,BBB,<ANY>,<ANY>,7332
502,987,BBB,<ANY>,BBB,AAA,10943
503,292,DDD,<ANY>,BBB,CCC,571
504,749,BBB,AAA,BBB,CCC,9488
505,28,<ANY>,<ANY>,BBB,CCC,3478
506,452,<ANY>,DDD,BBB,<ANY>,315
507,527,CCC,<ANY>,DDD,DDD,13108
508,884,<ANY>,BBB,BBB,<ANY>,16767
509,323,AAA,BBB,CCC,DDD,12716
510,104,BBB,AAA,BBB,DDD,3022
511,802,CCC,DDD,BBB,CCC,7858
512,620,<ANY>,DDD,BBB,<ANY>,15915
513,133,AAA,<ANY>,BBB,CCC,11241
514,712,CCC,CCC,AAA,CCC,9865
515,69,BBB,<ANY>,<ANY>,AAA,8786
516,877,<ANY>,DDD,DDD,BBB,5820
517,441,DDD,<ANY>,CCC,CCC,19602
518,497,BBB,DDD,AAA,AAA,18766
519,697,<ANY>,AAA,CCC,CCC,8294
520,507,CCC,DDD,AAA,AAA,13109
521,65,AAA,BBB,<ANY>,<ANY>,6745
522,10,AAA,CCC,<ANY>,AAA,10946
523,616,<ANY>,CCC,DDD,CCC,14922
524,856,DDD,AAA,CCC,DDD,19189
525,744,<ANY>,AAA,<ANY>,BBB,17896
526,768,DDD,AAA,<ANY>,BBB,19709
527,716,CCC,DDD,CCC,CCC,7005
528,850,BBB,BBB,AAA,BBB,832
529,948,BBB,CCC,DDD,CCC,19135
530,993,CCC,CCC,CCC,AAA,16154
531,769,<ANY>,AAA,CCC,<ANY>,10131
532,939,BBB,<ANY>,<ANY>,DDD,17382
533,482,CCC,CCC,BBB,CCC,7178
534,242,DDD,DDD,AAA,DDD,13415
535,751,CCC,BBB,AAA,<ANY>,10256
536,779,CCC,DDD,AAA,AAA,13637
537,913,<ANY>,<ANY>,DDD,CCC,3496
538,627,BBB,BBB,BBB,DDD,4863
539,312,DDD,BBB,CCC,CCC,12150
540,683,<ANY>,CCC,DDD,CCC,10391
541,129,<ANY>,AAA,CCC,AAA,4894
542,406,DDD,CCC,CCC,BBB,18021
543,4,AAA,DDD,<ANY>,CCC,19614
544,512,<ANY>,BBB,AAA,AAA,9912
545,30,<ANY>,CCC,DDD,CCC,2703
546,885,AAA,DDD,BBB,CCC,10371
547,917,<ANY>,AAA,DDD,AAA,15360
548,438,BBB,<ANY>,BBB,AAA,9824
549,496,DDD,DDD,CCC,DDD,4462
550,919,DDD,<ANY>,CCC,<ANY>,962
551,769,<ANY>,<ANY>,AAA,AAA,286
552,567,CCC,CCC,<ANY>,CCC,266
553,956,DDD,CCC,CCC,AAA,5280
554,148,DDD,AAA,<ANY>,AAA,8043
555,815,<ANY>,DDD,<ANY>,AAA,1793
556,940,DDD,DDD,BBB,<ANY>,19152
557,807,DDD,<ANY>,DDD,<ANY>,2667
558,545,AAA,CCC,CCC,AAA,19353
559,665,<ANY>,DDD,BBB,CCC,15097
560,335,CCC,<ANY>,BBB,DDD,17345
561,753,DDD,<ANY>,DDD,AAA,18621
562,702,AAA,BBB,BBB,BBB,16983
563,767,CCC,BBB,AAA,CCC,7086
564,533,BBB,AAA,DDD,<ANY>,3593
565,128,BBB,DDD,<ANY>,BBB,9524
566,559,CCC,CCC,BBB,<ANY>,16787
